,Temperature,Humidity,WindSpeed
2005-12-31,0.5777777777777773,0.89,17.114300000000004
2006-01-01,4.075,0.8170833333333333,21.22919166666667
2006-01-02,5.263194444444444,0.8470833333333334,17.8247125
2006-01-03,2.34050925925926,0.8970833333333333,7.726658333333333
2006-01-04,2.2518518518518524,0.9066666666666667,12.152816666666666
2006-01-05,2.703935185185186,0.95125,8.991179166666667
2006-01-06,2.5504629629629636,0.9458333333333333,5.7295875
2006-01-07,0.8770833333333333,0.9358333333333334,6.589595833333334
2006-01-08,-1.2317129629629633,0.86875,5.397525000000001
2006-01-09,-1.693287037037037,0.7925,5.1137625
2006-01-10,-0.5326388888888888,0.8145833333333333,3.779475
2006-01-11,-1.392361111111111,0.89875,5.115775
2006-01-12,-0.34189814814814795,0.8841666666666667,4.613991666666667
2006-01-13,-0.3571759259259253,0.9237500000000001,6.6110625
2006-01-14,-1.1347222222222222,0.8937499999999999,6.8284125
2006-01-15,-3.135648148148148,0.8575,7.3382458333333345
2006-01-16,-3.639814814814814,0.8183333333333334,2.543129166666667
2006-01-17,-3.7761574074074074,0.8954166666666667,12.578125
2006-01-18,1.9729166666666667,0.9275000000000001,12.553975000000001
2006-01-19,-1.2391203703703706,0.7941666666666666,17.628829166666666
2006-01-20,-2.145601851851852,0.8312499999999999,7.944679166666667
2006-01-21,0.7363425925925923,0.8604166666666666,7.846737500000001
2006-01-22,-2.965509259259259,0.8020833333333334,20.473833333333335
2006-01-23,-11.469444444444443,0.6816666666666666,15.694145833333335
2006-01-24,-10.83472222222222,0.7816666666666667,4.704554166666667
2006-01-25,-9.775462962962964,0.7845833333333333,4.5985625
2006-01-26,-7.934722222222223,0.7075,9.180354166666667
2006-01-27,-6.629166666666666,0.6887500000000001,6.3823083333333335
2006-01-28,-3.4930555555555554,0.7158333333333333,5.2714083333333335
2006-01-29,0.48402777777777795,0.6808333333333333,8.847620833333334
2006-01-30,-0.11712962962962947,0.78375,5.685983333333334
2006-01-31,-1.432175925925926,0.8845833333333334,8.744312500000001
2006-02-01,-1.9511574074074074,0.8641666666666666,6.619783333333334
2006-02-02,-3.4657407407407406,0.9141666666666667,5.485404166666666
2006-02-03,-3.4025462962962956,0.7912500000000001,3.9210208333333334
2006-02-04,-3.7203703703703703,0.8095833333333333,7.9258958333333345
2006-02-05,-5.609953703703703,0.6979166666666666,14.9951375
2006-02-06,-7.019907407407408,0.6679166666666667,15.305733333333334
2006-02-07,-5.681712962962963,0.6454166666666666,12.839079166666666
2006-02-08,-1.7069444444444442,0.9029166666666667,11.182791666666667
2006-02-09,-1.2187500000000002,0.9316666666666666,9.786116666666667
2006-02-10,-1.3437500000000002,0.9716666666666667,5.1781625
2006-02-11,-1.3381944444444445,0.9254166666666667,8.172091666666667
2006-02-12,-1.2958333333333336,0.8145833333333333,13.165104166666667
2006-02-13,-2.424537037037037,0.7991666666666667,8.093604166666667
2006-02-14,-1.0837962962962966,0.8595833333333333,5.3834375
2006-02-15,-1.7689814814814815,0.92125,11.876433333333333
2006-02-16,1.9944444444444447,0.9512499999999999,19.274383333333336
2006-02-17,3.7356481481481487,0.9408333333333334,12.562025
2006-02-18,5.8939814814814815,0.8170833333333333,14.577879166666667
2006-02-19,7.663425925925925,0.7370833333333334,11.577241666666666
2006-02-20,8.063657407407408,0.7729166666666667,15.804833333333335
2006-02-21,7.004166666666666,0.8908333333333333,9.006608333333334
2006-02-22,4.846990740740741,0.8562500000000001,9.818316666666666
2006-02-23,1.9636574074074076,0.8566666666666666,10.479758333333335
2006-02-24,3.3557870370370364,0.8808333333333334,18.148054166666668
2006-02-25,1.7509259259259256,0.9345833333333333,5.1540125
2006-02-26,0.588425925925926,0.9075000000000001,12.054875000000001
2006-02-27,-2.0777777777777775,0.7591666666666667,14.2464875
2006-02-28,-3.582175925925926,0.7954166666666667,14.161962500000001
2006-03-01,-2.5400462962962957,0.8420833333333334,12.371508333333333
2006-03-02,-1.770138888888889,0.8766666666666666,9.719704166666668
2006-03-03,-0.6562500000000001,0.8020833333333334,15.353362500000001
2006-03-04,7.493981481481481,0.75875,22.925729166666667
2006-03-05,2.7493055555555554,0.9079166666666666,17.3075
2006-03-06,-1.0752314814814814,0.8583333333333334,12.843104166666668
2006-03-07,-0.9900462962962964,0.6741666666666667,18.336558333333333
2006-03-08,-1.2423611111111112,0.68125,12.281616666666666
2006-03-09,0.5631944444444442,0.7529166666666667,19.521250000000002
2006-03-10,4.463425925925926,0.8745833333333333,10.656858333333334
2006-03-11,4.631944444444445,0.8541666666666666,10.195995833333333
2006-03-12,2.685185185185185,0.7925,26.501270833333336
2006-03-13,-1.4967592592592593,0.9049999999999999,31.941729166666665
2006-03-14,-0.17361111111111083,0.8591666666666667,14.795900000000001
2006-03-15,1.210185185185185,0.7970833333333333,5.3029375
2006-03-16,2.777083333333334,0.8116666666666666,3.7298333333333336
2006-03-17,3.309259259259259,0.8570833333333333,8.141904166666666
2006-03-18,3.272916666666667,0.8345833333333333,4.3865791666666665
2006-03-19,3.775,0.7879166666666667,7.3892291666666665
2006-03-20,5.810185185185186,0.74375,11.301529166666667
2006-03-21,9.02962962962963,0.7133333333333334,12.965866666666665
2006-03-22,11.01898148148148,0.8520833333333333,9.501683333333334
2006-03-23,5.435185185185184,0.7291666666666666,25.215283333333332
2006-03-24,3.046990740740741,0.6783333333333333,14.555070833333334
2006-03-25,7.516666666666667,0.6741666666666667,14.032491666666667
2006-03-26,12.522916666666667,0.7020833333333334,11.772454166666668
2006-03-27,14.115277777777777,0.6925,11.724154166666667
2006-03-28,13.744444444444445,0.7070833333333333,15.802820833333334
2006-03-29,10.436574074074075,0.7216666666666667,25.880079166666672
2006-03-30,11.236574074074076,0.5879166666666666,18.417729166666668
2006-03-31,10.437037037037037,0.8108333333333334,12.194408333333334
2006-04-01,12.683101851851852,0.7200000000000001,11.844904166666668
